@relation 'Churn'

@attribute State {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY}
@attribute 'Account Length' numeric
@attribute 'Area Code' numeric
@attribute 'Phone' numeric
@attribute 'Intl Plan' {0,1}
@attribute 'VMail Plan' {0,1}
@attribute 'VMail Message' numeric
@attribute 'Day Mins' numeric
@attribute 'Day Calls' numeric
@attribute 'Day Charge' numeric
@attribute 'Eve Mins' numeric
@attribute 'Eve Calls' numeric
@attribute 'Eve Charge' numeric
@attribute 'Night Mins' numeric
@attribute 'Night Calls' numeric
@attribute 'Night Charge' numeric
@attribute 'Intl Mins' numeric
@attribute 'Intl Calls' numeric
@attribute 'Intl Charge' numeric
@attribute 'CustServ Calls' numeric
@attribute class {0,1}

@data
MI,112,510,4201383,0,0,0,243.400000,77,41.380000,182.100000,97,15.480000,259.200000,94,11.660000,12.800000,2,3.460000,1,0
SC,78,415,4117390,0,0,0,155.000000,106,26.350000,175.300000,101,14.900000,155.600000,125,7.000000,11.800000,5,3.190000,2,0
PA,61,408,3838848,0,1,31,288.700000,101,49.080000,203.800000,102,17.320000,203.200000,49,9.140000,8.600000,3,2.320000,0,0
MT,58,510,3879301,0,1,29,240.400000,80,40.870000,118.900000,91,10.110000,164.200000,108,7.390000,11.200000,3,3.020000,1,0
NM,155,415,3993164,0,0,0,190.300000,123,32.350000,301.300000,96,25.610000,214.600000,134,9.660000,8.000000,3,2.160000,1,0
OH,100,510,3858997,0,0,0,278.000000,76,47.260000,176.700000,74,15.020000,219.500000,126,9.880000,8.300000,4,2.240000,0,1
WY,113,510,3526573,0,0,0,155.000000,93,26.350000,330.600000,106,28.100000,189.400000,123,8.520000,13.500000,3,3.650000,1,0
MI,81,415,4083384,0,0,0,153.500000,99,26.100000,197.600000,102,16.800000,198.500000,86,8.930000,6.300000,2,1.700000,2,0
AR,135,510,4196033,0,1,27,273.400000,141,46.480000,154.000000,99,13.090000,245.800000,112,11.060000,12.300000,6,3.320000,1,0
FL,99,408,3362090,0,0,0,155.300000,93,26.400000,265.700000,95,22.580000,145.700000,67,6.560000,12.400000,4,3.350000,0,0
AR,59,510,3437242,0,1,29,133.100000,114,22.630000,221.200000,82,18.800000,131.600000,103,5.920000,6.800000,3,1.840000,1,0
MO,135,510,3761713,0,0,0,246.800000,129,41.960000,187.800000,121,15.960000,154.500000,109,6.950000,12.600000,5,3.400000,1,0
WI,85,408,3815878,1,0,0,165.400000,107,28.120000,196.000000,126,16.660000,349.200000,110,15.710000,9.600000,7,2.590000,2,0
TX,70,510,3905470,0,0,0,59.500000,103,10.120000,257.200000,106,21.860000,208.300000,86,9.370000,11.100000,6,3.000000,0,0
TX,88,510,4144803,0,0,0,138.300000,116,23.510000,236.000000,138,20.060000,179.100000,110,8.060000,9.600000,4,2.590000,3,0
NM,55,510,3825478,0,0,0,286.700000,100,48.740000,134.400000,121,11.420000,192.900000,122,8.680000,6.900000,5,1.860000,2,0
GA,75,415,3337637,0,0,0,117.300000,114,19.940000,201.100000,61,17.090000,107.900000,82,4.860000,12.200000,3,3.290000,1,0
ID,79,510,3411647,0,1,21,264.300000,79,44.930000,202.800000,118,17.240000,173.400000,92,7.800000,6.300000,3,1.700000,4,0
AL,85,408,4114232,0,0,0,127.900000,107,21.740000,271.200000,124,23.050000,202.200000,76,9.100000,12.500000,5,3.380000,0,0
KS,86,408,3392616,0,1,23,225.500000,107,38.340000,246.300000,105,20.940000,245.700000,81,11.060000,9.800000,2,2.650000,0,0
SD,91,510,3273850,0,0,0,149.000000,115,25.330000,245.300000,105,20.850000,260.000000,94,11.700000,8.300000,3,2.240000,0,0
LA,149,415,3287209,0,1,20,198.900000,77,33.810000,274.000000,88,23.290000,190.700000,76,8.580000,14.300000,9,3.860000,1,0
OH,97,408,4056189,0,0,0,256.400000,125,43.590000,273.900000,100,23.280000,222.700000,101,10.020000,11.100000,1,3.000000,1,1
MA,88,415,4186737,0,0,0,264.800000,124,45.020000,245.400000,112,20.860000,160.500000,115,7.220000,14.800000,2,4.000000,1,1
AZ,60,415,3662212,0,0,0,98.200000,88,16.690000,180.500000,69,15.340000,223.600000,69,10.060000,9.300000,2,2.510000,2,0
KY,54,408,3561420,0,0,0,159.800000,99,27.170000,264.000000,64,22.440000,115.700000,70,5.210000,9.700000,7,2.620000,2,0
DC,11,415,3431323,0,1,28,190.600000,86,32.400000,220.100000,122,18.710000,180.300000,80,8.110000,6.000000,3,1.620000,3,0
WA,109,415,3618239,0,0,0,184.000000,120,31.280000,120.400000,119,10.230000,153.700000,86,6.920000,11.000000,3,2.970000,0,0
UT,90,415,3841621,0,0,0,261.800000,128,44.510000,220.600000,104,18.750000,136.600000,91,6.150000,9.600000,5,2.590000,1,0
RI,115,408,3603525,0,0,0,147.900000,109,25.140000,228.400000,117,19.410000,299.700000,90,13.490000,9.600000,9,2.590000,3,0
OH,144,415,3923813,0,1,18,106.400000,109,18.090000,108.100000,113,9.190000,208.400000,111,9.380000,10.100000,5,2.730000,1,0
NV,91,408,3376898,0,0,0,133.700000,75,22.730000,195.300000,87,16.600000,280.500000,89,12.620000,5.900000,2,1.590000,0,0
ND,105,415,3668036,0,1,23,193.500000,85,32.900000,220.200000,90,18.720000,272.400000,111,12.260000,8.500000,5,2.300000,0,0
NV,71,415,3528327,1,0,0,178.200000,113,30.290000,167.800000,94,14.260000,182.100000,111,8.190000,13.600000,3,3.670000,3,1
FL,132,510,3349505,0,1,36,226.200000,103,38.450000,181.600000,125,15.440000,258.800000,102,11.650000,10.500000,5,2.840000,3,1
MD,112,415,3365702,0,0,0,170.400000,103,28.970000,200.200000,71,17.020000,258.300000,100,11.620000,11.600000,4,3.130000,1,0
AZ,86,415,3922381,0,1,32,70.900000,163,12.050000,166.700000,121,14.170000,244.900000,105,11.020000,11.100000,5,3.000000,3,0
AL,41,510,3696880,0,1,34,194.400000,63,33.050000,254.900000,110,21.670000,160.200000,115,7.210000,17.200000,9,4.640000,2,0
NE,44,415,4168697,0,0,0,240.300000,146,40.850000,164.600000,83,13.990000,240.700000,106,10.830000,10.600000,2,2.860000,1,0
NV,78,408,3453451,0,0,0,75.000000,116,12.750000,248.700000,87,21.140000,176.000000,83,7.920000,9.500000,6,2.570000,3,0
IL,149,408,3792514,0,0,0,69.100000,117,11.750000,136.300000,100,11.590000,181.700000,53,8.180000,6.300000,3,1.700000,1,0
WV,72,510,4186651,0,1,33,96.600000,59,16.420000,315.400000,98,26.810000,163.300000,117,7.350000,6.200000,4,1.670000,4,1
MI,139,415,4213528,0,1,20,214.600000,101,36.480000,235.100000,132,19.980000,162.800000,132,7.330000,14.800000,12,4.000000,0,0
AR,74,510,3299046,0,0,0,148.500000,111,25.250000,146.500000,42,12.450000,289.200000,83,13.010000,9.900000,6,2.670000,3,0
UT,50,510,4063890,0,0,0,258.100000,106,43.880000,161.400000,106,13.720000,225.100000,110,10.130000,11.700000,5,3.160000,1,0
GA,141,510,4038904,0,1,23,149.700000,112,25.450000,162.500000,118,13.810000,220.300000,115,9.910000,7.600000,2,2.050000,3,0
AZ,140,408,3934086,0,0,0,149.800000,134,25.470000,164.400000,98,13.970000,294.700000,124,13.260000,8.100000,2,2.190000,1,0
ID,99,408,4001367,0,0,0,190.400000,102,32.370000,158.100000,107,13.440000,271.500000,92,12.220000,11.200000,4,3.020000,2,0
HI,166,408,3779473,0,0,0,181.400000,108,30.840000,253.800000,54,21.570000,112.300000,94,5.050000,11.600000,6,3.130000,1,0
NV,124,408,3963068,0,0,0,151.100000,123,25.690000,187.400000,104,15.930000,255.400000,93,11.490000,5.300000,3,1.430000,1,0
MD,74,415,3319293,0,0,0,155.700000,116,26.470000,173.700000,63,14.760000,257.400000,97,11.580000,8.100000,4,2.190000,0,0
GA,117,510,3471914,0,0,0,149.900000,95,25.480000,256.100000,110,21.770000,212.700000,92,9.570000,13.300000,13,3.590000,2,0
GA,85,510,3951962,0,0,0,222.300000,132,37.790000,231.500000,101,19.680000,223.500000,75,10.060000,11.000000,2,2.970000,3,0
UT,36,415,4015485,0,1,16,149.400000,111,25.400000,131.800000,113,11.200000,132.700000,87,5.970000,6.700000,2,1.810000,0,0
MA,102,510,3556560,1,0,0,233.800000,103,39.750000,221.600000,131,18.840000,146.900000,106,6.610000,12.800000,3,3.460000,0,0
IN,76,415,3633911,0,0,0,204.200000,100,34.710000,292.600000,139,24.870000,244.300000,105,10.990000,10.500000,2,2.840000,0,0
VT,165,510,3451998,0,0,0,242.900000,126,41.290000,209.800000,65,17.830000,228.400000,126,10.280000,0.000000,0,0.000000,1,0
IA,130,415,3615277,0,0,0,150.400000,119,25.570000,230.500000,99,19.590000,186.300000,76,8.380000,12.300000,4,3.320000,1,0
IN,78,415,3767145,0,0,0,208.900000,119,35.510000,252.400000,132,21.450000,280.200000,120,12.610000,12.800000,7,3.460000,0,0
AL,55,415,3752975,1,0,0,191.900000,91,32.620000,256.100000,110,21.770000,203.700000,101,9.170000,14.300000,6,3.860000,1,1
ME,92,415,3768573,1,0,0,130.700000,113,22.220000,260.600000,122,22.150000,244.200000,98,10.990000,9.400000,2,2.540000,2,1
RI,129,415,3667360,0,1,33,119.600000,104,20.330000,278.700000,88,23.690000,263.400000,175,11.850000,5.900000,2,1.590000,2,0
MD,18,408,3477898,0,0,0,273.600000,93,46.510000,114.600000,116,9.740000,250.600000,120,11.280000,8.200000,4,2.210000,1,0
FL,161,415,3907328,1,0,0,156.100000,114,26.540000,180.300000,63,15.330000,179.600000,115,8.080000,11.100000,9,3.000000,2,0
CA,93,415,3565491,0,1,36,178.700000,134,30.380000,178.600000,102,15.180000,126.800000,82,5.710000,8.000000,4,2.160000,2,0
AL,144,415,3733251,0,0,0,177.500000,93,30.180000,287.400000,75,24.430000,180.500000,118,8.120000,11.900000,3,3.210000,2,0
ME,75,408,3431965,1,0,0,211.300000,61,35.920000,105.600000,119,8.980000,175.900000,63,7.920000,9.700000,4,2.620000,4,1
WV,95,415,3788019,0,0,0,175.200000,91,29.780000,244.400000,109,20.770000,75.800000,95,3.410000,7.500000,2,2.030000,1,0
SD,126,415,3861548,0,1,23,114.300000,102,19.430000,190.300000,103,16.180000,240.400000,111,10.820000,12.600000,7,3.400000,3,0
FL,124,415,3971649,0,1,28,251.400000,104,42.740000,225.100000,89,19.130000,251.900000,121,11.340000,7.500000,5,2.030000,1,0
MI,93,415,3667247,1,0,0,216.900000,61,36.870000,207.400000,120,17.630000,221.700000,110,9.980000,17.500000,5,4.730000,1,1
MI,109,415,4029691,1,1,26,217.200000,138,36.920000,145.500000,111,12.370000,280.700000,76,12.630000,9.300000,3,2.510000,0,0
NM,80,510,3349806,0,0,0,206.300000,97,35.070000,154.900000,98,13.170000,263.600000,82,11.860000,12.400000,12,3.350000,0,0
AK,41,415,3787733,0,0,0,159.300000,66,27.080000,125.900000,75,10.700000,261.900000,76,11.790000,11.100000,5,3.000000,1,0
OH,136,415,4072248,0,1,31,143.100000,88,24.330000,236.600000,65,20.110000,227.800000,120,10.250000,11.400000,5,3.080000,2,0
MO,92,415,4053916,0,0,0,154.000000,122,26.180000,329.800000,88,28.030000,288.000000,117,12.960000,5.600000,2,1.510000,3,1
KS,143,408,4072081,0,1,24,186.600000,69,31.720000,222.000000,116,18.870000,234.900000,138,10.570000,11.600000,5,3.130000,1,0
MS,118,415,3979148,0,1,26,170.800000,114,29.040000,199.500000,125,16.960000,169.700000,98,7.640000,9.600000,5,2.590000,5,1
VT,193,408,4154857,0,1,17,124.000000,102,21.080000,202.900000,81,17.250000,205.100000,129,9.230000,12.300000,3,3.320000,1,0
NE,73,415,3547314,0,0,0,198.300000,94,33.710000,279.300000,101,23.740000,146.200000,87,6.580000,14.800000,8,4.000000,3,0
VA,62,408,3465611,0,0,0,172.800000,101,29.380000,204.800000,97,17.410000,240.800000,90,10.840000,9.100000,8,2.460000,2,0
DE,30,415,3494703,0,1,30,217.400000,74,36.960000,213.800000,86,18.170000,227.200000,104,10.220000,6.600000,3,1.780000,0,0
AL,60,408,4117778,1,1,29,265.900000,113,45.200000,215.800000,94,18.340000,108.100000,82,4.860000,14.000000,12,3.780000,0,1
ID,148,510,4211469,0,1,14,93.600000,137,15.910000,193.800000,72,16.470000,144.900000,84,6.520000,17.500000,5,4.730000,1,0
MS,96,510,4205990,0,0,0,98.200000,100,16.690000,307.200000,88,26.110000,182.500000,120,8.210000,7.600000,1,2.050000,2,0
OK,52,408,3894780,0,0,0,214.700000,68,36.500000,158.600000,138,13.480000,123.400000,114,5.550000,9.400000,4,2.540000,2,0
NM,87,415,3572735,0,0,0,168.200000,92,28.590000,224.700000,100,19.100000,169.500000,99,7.630000,12.900000,3,3.480000,1,0
WI,41,408,4094791,0,0,0,202.900000,97,34.490000,153.800000,104,13.070000,113.500000,92,5.110000,9.000000,3,2.430000,3,0
WV,112,415,3805286,0,0,0,261.400000,108,44.440000,154.500000,102,13.130000,130.900000,90,5.890000,11.600000,2,3.130000,1,0
SC,88,510,3948402,0,0,0,73.300000,86,12.460000,161.400000,82,13.720000,239.600000,76,10.780000,8.200000,3,2.210000,4,1
KY,122,408,3921616,0,1,27,253.700000,84,43.130000,229.200000,109,19.480000,190.500000,123,8.570000,9.200000,5,2.480000,7,0
MO,61,408,3641969,0,0,0,45.000000,108,7.650000,151.300000,74,12.860000,152.900000,94,6.880000,9.800000,6,2.650000,2,0
IL,87,510,3904152,0,0,0,231.300000,105,39.320000,171.700000,108,14.590000,67.700000,136,3.050000,13.000000,6,3.510000,1,0
OK,176,408,3677039,0,0,0,47.400000,125,8.060000,167.800000,90,14.260000,163.100000,107,7.340000,10.500000,8,2.840000,2,0
MI,30,510,3916607,0,0,0,227.400000,88,38.660000,182.500000,100,15.510000,191.700000,134,8.630000,12.500000,3,3.380000,0,0
NJ,95,415,3796652,0,1,22,40.900000,126,6.950000,133.400000,90,11.340000,264.200000,91,11.890000,11.900000,7,3.210000,0,0
ID,46,415,3841833,0,0,0,124.800000,133,21.220000,157.300000,143,13.370000,199.300000,72,8.970000,8.600000,4,2.320000,2,0
DC,100,510,4032455,1,0,0,68.500000,110,11.650000,337.100000,115,28.650000,205.200000,99,9.230000,12.100000,9,3.270000,0,0
NY,47,415,3911348,0,1,37,163.500000,77,27.800000,203.100000,102,17.260000,232.000000,87,10.440000,7.800000,4,2.110000,2,0
AL,77,415,4084174,0,0,0,163.000000,112,27.710000,219.100000,89,18.620000,233.400000,66,10.500000,6.700000,3,1.810000,2,0
OR,98,415,3664334,0,1,38,213.700000,61,36.330000,253.000000,104,21.510000,207.700000,73,9.350000,10.700000,5,2.890000,2,0
OK,125,415,4065059,0,1,36,201.300000,117,34.220000,42.200000,78,3.590000,125.700000,104,5.660000,5.400000,3,1.460000,1,0
LA,67,510,3736784,0,0,0,310.400000,97,52.770000,66.500000,123,5.650000,246.500000,99,11.090000,9.200000,10,2.480000,4,0
NE,194,408,4083532,0,0,0,48.400000,101,8.230000,281.100000,138,23.890000,218.500000,87,9.830000,18.200000,1,4.910000,1,0
TX,128,415,3508680,0,1,40,171.200000,88,29.100000,145.700000,109,12.380000,196.800000,93,8.860000,14.000000,6,3.780000,1,0
UT,190,415,3989870,0,1,22,166.500000,93,28.310000,183.000000,92,15.560000,121.000000,102,5.440000,8.500000,3,2.300000,0,0
OR,165,415,3433356,0,0,0,216.600000,126,36.820000,190.800000,104,16.220000,224.700000,123,10.110000,12.400000,8,3.350000,0,0
NY,59,408,4154609,0,0,0,107.800000,113,18.330000,216.600000,125,18.410000,217.500000,92,9.790000,9.900000,3,2.670000,2,0
AL,47,408,4045387,0,1,28,141.300000,94,24.020000,168.000000,108,14.280000,113.500000,84,5.110000,7.800000,2,2.110000,1,0
RI,150,415,4158151,0,1,29,209.900000,77,35.680000,158.000000,52,13.430000,141.900000,113,6.390000,6.600000,1,1.780000,0,0
MN,152,415,4162778,1,1,20,237.500000,120,40.380000,253.400000,94,21.540000,265.200000,80,11.930000,14.200000,3,3.830000,9,1
NC,26,415,3933300,0,0,0,234.500000,109,39.870000,216.500000,129,18.400000,191.600000,94,8.620000,3.500000,6,0.950000,3,0
MD,79,510,3917661,0,1,31,103.100000,90,17.530000,243.000000,135,20.660000,76.400000,92,3.440000,12.200000,8,3.290000,3,0
RI,95,510,3394317,0,1,27,129.500000,106,22.020000,248.900000,90,21.160000,268.000000,115,12.060000,11.900000,3,3.210000,1,0
WI,69,510,4186455,1,0,0,279.800000,90,47.570000,248.700000,91,21.140000,171.000000,118,7.690000,8.400000,10,2.270000,2,1
VT,95,510,3783508,1,1,41,136.800000,91,23.260000,200.800000,61,17.070000,133.700000,67,6.020000,10.300000,9,2.780000,5,1
CT,31,415,3909359,0,1,31,100.100000,54,17.020000,246.300000,97,20.940000,255.000000,131,11.480000,5.900000,3,1.590000,0,0
OK,121,408,3642495,0,1,31,237.100000,63,40.310000,205.600000,117,17.480000,196.700000,85,8.850000,10.100000,5,2.730000,4,0
AK,111,415,3647719,0,0,0,172.800000,58,29.380000,183.100000,108,15.560000,158.800000,104,7.150000,7.900000,3,2.130000,4,1
NY,157,415,4211189,0,0,0,224.500000,111,38.170000,200.700000,99,17.060000,116.600000,118,5.250000,11.500000,2,3.110000,2,0
GA,44,510,4198987,0,0,0,288.100000,112,48.980000,258.000000,92,21.930000,192.400000,90,8.660000,10.200000,4,2.750000,3,1
UT,61,510,4029980,1,0,0,78.200000,103,13.290000,195.900000,149,16.650000,108.000000,100,4.860000,10.100000,6,2.730000,2,0
NM,65,415,3765908,0,0,0,148.700000,80,25.280000,259.000000,94,22.020000,149.500000,107,6.730000,12.700000,6,3.430000,2,0
NE,74,415,4003150,0,1,25,194.600000,84,33.080000,119.900000,103,10.190000,175.500000,75,7.900000,13.100000,2,3.540000,2,0
NJ,123,408,3361749,0,0,0,159.500000,77,27.120000,303.800000,92,25.820000,226.900000,120,10.210000,12.000000,4,3.240000,0,0
TX,58,408,4201259,0,1,20,194.500000,110,33.070000,213.700000,89,18.160000,236.600000,92,10.650000,9.500000,2,2.570000,1,0
MT,74,408,3397541,0,0,0,174.100000,96,29.600000,251.100000,94,21.340000,257.600000,123,11.590000,8.300000,5,2.240000,2,1
CO,125,415,3789029,0,0,0,131.800000,97,22.410000,136.700000,100,11.620000,308.200000,119,13.870000,7.700000,6,2.080000,2,0
VT,80,415,3427514,0,0,0,160.600000,103,27.300000,237.000000,109,20.150000,245.100000,88,11.030000,10.700000,1,2.890000,1,0
RI,53,408,4224956,0,1,18,146.800000,107,24.960000,310.000000,84,26.350000,178.700000,130,8.040000,7.200000,7,1.940000,0,0
WY,99,408,3898606,0,1,28,200.700000,88,34.120000,264.200000,116,22.460000,172.700000,102,7.770000,9.100000,5,2.460000,1,0
ID,99,415,4067261,0,0,0,145.600000,106,24.750000,98.300000,106,8.360000,230.800000,83,10.390000,10.900000,5,2.940000,1,0
CT,66,415,4177973,0,1,29,229.400000,104,39.000000,257.400000,84,21.880000,231.500000,119,10.420000,8.000000,1,2.160000,2,0
ME,97,510,3902891,0,0,0,211.000000,76,35.870000,189.000000,100,16.070000,123.000000,102,5.540000,4.700000,4,1.270000,3,0
AZ,75,510,3857387,0,1,37,121.500000,97,20.660000,271.400000,110,23.070000,248.700000,97,11.190000,11.300000,5,3.050000,2,0
MD,85,510,3622776,1,0,0,216.000000,73,36.720000,188.200000,117,16.000000,147.100000,98,6.620000,3.600000,7,0.970000,2,0
IN,108,510,3291955,0,0,0,293.000000,88,49.810000,160.600000,101,13.650000,143.900000,87,6.480000,10.000000,6,2.700000,2,0
NC,133,408,3443160,1,1,32,221.100000,137,37.590000,264.900000,99,22.520000,168.900000,108,7.600000,15.400000,4,4.160000,2,1
DE,51,510,4062454,0,0,0,181.500000,108,30.860000,196.900000,87,16.740000,187.200000,119,8.420000,10.300000,2,2.780000,1,0
MN,186,415,3353913,0,1,26,74.300000,107,12.630000,177.300000,116,15.070000,296.300000,90,13.330000,14.500000,3,3.920000,2,0
WI,44,415,3557705,1,0,0,62.300000,92,10.590000,275.000000,82,23.380000,138.700000,108,6.240000,10.800000,3,2.920000,1,0
FL,64,408,4107108,0,1,31,228.600000,88,38.860000,248.500000,109,21.120000,167.100000,124,7.520000,9.000000,1,2.430000,3,0
WV,44,510,4191674,0,0,0,228.100000,121,38.780000,276.500000,79,23.500000,279.800000,77,12.590000,9.900000,5,2.670000,2,1
SD,114,415,3517369,0,1,36,309.900000,90,52.680000,200.300000,89,17.030000,183.500000,105,8.260000,14.200000,2,3.830000,1,0
FL,92,415,3499566,0,0,0,201.900000,74,34.320000,226.800000,119,19.280000,217.500000,80,9.790000,13.700000,6,3.700000,3,0
OR,110,408,3333421,0,0,0,149.800000,112,25.470000,180.000000,93,15.300000,140.000000,119,6.300000,11.700000,4,3.160000,2,0
CO,90,408,3938199,0,1,30,183.800000,76,31.250000,229.700000,95,19.520000,144.100000,124,6.480000,7.700000,3,2.080000,1,0
CT,72,408,3884879,0,1,21,186.700000,108,31.740000,335.000000,86,28.480000,187.200000,119,8.420000,16.500000,4,4.460000,1,0
IN,113,415,3536007,0,0,0,209.400000,151,35.600000,347.300000,113,29.520000,246.000000,116,11.070000,7.400000,2,2.000000,1,1
PA,171,415,4161557,0,1,25,223.200000,77,37.940000,183.200000,118,15.570000,150.800000,90,6.790000,10.200000,3,2.750000,3,0
NM,104,415,3567217,0,0,0,164.200000,109,27.910000,155.400000,90,13.210000,168.900000,117,7.600000,10.700000,8,2.890000,1,0
ME,165,408,3502012,0,0,0,150.500000,75,25.590000,193.100000,93,16.410000,311.600000,93,14.020000,10.300000,2,2.780000,1,0
SD,104,510,4209838,0,0,0,234.200000,128,39.810000,293.100000,92,24.910000,183.900000,79,8.280000,9.800000,6,2.650000,0,1
AR,110,408,3736379,0,0,0,55.300000,102,9.400000,164.700000,124,14.000000,200.700000,108,9.030000,10.200000,5,2.750000,1,0
TX,90,408,3557293,1,0,0,221.800000,97,37.710000,203.800000,134,17.320000,215.800000,154,9.710000,8.400000,4,2.270000,1,0
NH,114,415,4064588,0,0,0,169.600000,85,28.830000,58.900000,86,5.010000,179.300000,124,8.070000,7.400000,8,2.000000,1,0
OK,101,408,3451524,0,0,0,89.700000,118,15.250000,260.100000,79,22.110000,170.100000,93,7.650000,13.500000,11,3.650000,5,1
WI,117,408,3758493,0,1,14,80.200000,81,13.630000,219.000000,103,18.620000,122.600000,102,5.520000,8.600000,2,2.320000,1,0
AL,109,408,3612924,0,0,0,218.900000,105,37.210000,299.900000,87,25.490000,158.600000,110,7.140000,11.300000,4,3.050000,2,0
PA,82,408,3596163,0,0,0,125.700000,96,21.370000,207.600000,137,17.650000,183.100000,103,8.240000,12.900000,2,3.480000,1,0
OK,92,510,4118140,0,0,0,176.300000,85,29.970000,93.400000,125,7.940000,207.200000,107,9.320000,9.600000,1,2.590000,2,0
ME,82,510,3819049,0,1,29,207.200000,111,35.220000,254.100000,137,21.600000,169.300000,92,7.620000,9.500000,5,2.570000,2,0
WV,90,415,3444478,0,0,0,205.700000,138,34.970000,161.900000,83,13.760000,269.700000,104,12.140000,12.500000,6,3.380000,2,0
HI,87,408,3602690,0,1,28,151.400000,95,25.740000,152.400000,97,12.950000,250.100000,109,11.250000,0.000000,0,0.000000,1,0
MN,124,510,4107383,0,0,0,157.500000,70,26.780000,130.700000,79,11.110000,193.400000,98,8.700000,9.600000,4,2.590000,3,0
NY,39,408,3561889,0,0,0,160.400000,68,27.270000,102.600000,103,8.720000,235.300000,106,10.590000,9.100000,5,2.460000,2,0
AZ,84,415,3412360,0,0,0,159.000000,80,27.030000,167.900000,128,14.270000,167.600000,101,7.540000,12.300000,5,3.320000,1,0
OH,75,510,3703021,0,1,46,214.100000,62,36.400000,200.900000,111,17.080000,246.800000,126,11.110000,9.200000,6,2.480000,0,0
MI,102,510,3364656,0,0,0,102.600000,89,17.440000,246.000000,77,20.910000,170.500000,140,7.670000,9.100000,4,2.460000,2,0
MA,62,415,3862810,1,0,0,159.700000,86,27.150000,197.500000,76,16.790000,121.600000,105,5.470000,13.900000,6,3.750000,0,1
WV,143,510,3501354,0,0,0,202.800000,109,34.480000,165.800000,104,14.090000,143.900000,71,6.480000,4.600000,4,1.240000,1,0
MI,53,415,3465707,0,0,0,57.500000,95,9.780000,265.500000,131,22.570000,244.300000,128,10.990000,11.600000,6,3.130000,3,0
NM,30,415,4058370,0,0,0,169.900000,144,28.880000,225.200000,118,19.140000,169.700000,93,7.640000,11.400000,7,3.080000,1,0
MO,112,415,3732053,0,0,0,335.500000,77,57.040000,212.500000,109,18.060000,265.000000,132,11.930000,12.700000,8,3.430000,2,1
RI,129,415,3695222,0,0,0,139.500000,119,23.720000,289.300000,105,24.590000,129.400000,97,5.820000,13.100000,8,3.540000,0,0
NC,63,415,3477420,0,1,29,142.300000,107,24.190000,118.700000,56,10.090000,240.100000,91,10.800000,6.600000,8,1.780000,1,0
WY,28,415,3926856,0,0,0,187.800000,94,31.930000,248.600000,86,21.130000,208.800000,124,9.400000,10.600000,5,2.860000,0,0
WY,111,415,3715556,0,0,0,146.200000,55,24.850000,261.500000,83,22.230000,163.200000,116,7.340000,8.700000,3,2.350000,3,0
PA,91,510,3345337,0,0,0,231.800000,120,39.410000,150.600000,106,12.800000,269.200000,129,12.110000,11.600000,7,3.130000,3,0
KY,90,415,3348817,0,0,0,193.700000,83,32.930000,154.200000,79,13.110000,299.000000,60,13.460000,12.700000,3,3.430000,1,0
OR,151,510,3391405,0,0,0,156.400000,108,26.590000,233.400000,118,19.840000,195.700000,141,8.810000,7.700000,6,2.080000,4,0
NV,105,415,3807742,1,1,29,220.700000,82,37.520000,217.700000,110,18.500000,190.500000,100,8.570000,13.200000,6,3.560000,1,1
DC,41,408,3296191,0,1,37,239.800000,110,40.770000,221.900000,115,18.860000,189.100000,100,8.510000,7.300000,1,1.970000,2,0
UT,48,510,3403075,0,1,43,172.000000,111,29.240000,200.200000,64,17.020000,233.100000,96,10.490000,8.000000,5,2.160000,1,0
WA,166,408,4165849,1,1,35,128.200000,138,21.790000,274.500000,113,23.330000,298.900000,130,13.450000,8.800000,7,2.380000,2,0
FL,79,510,3347443,0,0,0,130.200000,119,22.130000,290.900000,121,24.730000,194.800000,140,8.770000,14.000000,6,3.780000,3,0
VA,153,510,3949121,0,0,0,195.400000,107,33.220000,154.600000,96,13.140000,142.800000,97,6.430000,11.600000,6,3.130000,1,0
KS,110,415,3831657,1,0,0,293.300000,79,49.860000,188.500000,90,16.020000,266.900000,91,12.010000,14.500000,4,3.920000,0,1
KS,163,415,3474112,0,0,0,191.300000,89,32.520000,193.900000,87,16.480000,268.400000,121,12.080000,12.800000,4,3.460000,1,0
DC,126,510,3628280,0,0,0,122.400000,88,20.810000,143.800000,111,12.220000,157.000000,106,7.070000,11.500000,3,3.110000,1,0
ME,105,408,4029982,0,1,33,209.600000,68,35.630000,146.900000,140,12.490000,121.000000,131,5.440000,10.600000,3,2.860000,2,0
LA,172,415,3928905,0,0,0,215.700000,140,36.670000,146.300000,84,12.440000,264.600000,83,11.910000,7.100000,1,1.920000,3,0
DC,126,415,3925512,0,0,0,161.400000,110,27.440000,220.600000,125,18.750000,249.200000,78,11.210000,5.100000,2,1.380000,0,0
TX,97,510,3516384,0,0,0,144.200000,91,24.510000,226.700000,137,19.270000,144.600000,72,6.510000,13.800000,4,3.730000,3,0
NJ,95,408,3488015,1,1,37,220.200000,109,37.430000,185.300000,99,15.750000,205.100000,82,9.230000,4.100000,2,1.110000,0,1
